
"Braintrust","http://www.braintrust.pt/"","None","None","None"
"DIA","https://diadata.org/"","DIAdata_org"","None","None"
"CareMessage","http://caremessage.org","caremessage"","None","None"
"Mediafly","http://www.mediafly.com","mediafly"","None","None"
"Communitech","http://www.communitech.ca","communitech"","None","None"
"Social Finance","http://www.sofi.com","SoFi"","None","None"
