

Stellar Development Foundation
0x
BuildSupply
Kiva
Ghost
XPRIZE
Accion
GiveIndia
QuarkChain
Launch NY
Crisis Text Line
Beyond12
Equal Justice Initiative
The Human Utility
DonorsChoose
Watsi
Swarm Fund
Monito
Founders Pledge
Full Fact
TalkingPoints
Winding Tree
GiveDirectly
Central Square Foundation
Laboratoria
Youth Business International
Hypothes.is
charity: water
Frrole
Coastal Enterprises
Recidiviz
Democracy Works
Zumasys
New Incentives
Learning Equality
The Data Lab
Democracy Earth Foundation
Airalab
The/Nudge Foundation
Ushahidi
DataKind
Actua
Women Who Code
Kids Code Jeunesse
OpenCV
Venture For Canada
Open Up Resources
Catholic Charities
National AIDS Memorial
Vote.org
The Arecibo Observatory
Blandford Nature Center
Global Lyme Alliance
Southwest Solutions
The California Community Foundation
Family Independence Initiative
SANA
Operation Supply Drop
The Indianapolis Neighborhood Housing Partnership
Kids Read Now
NewBoCo
NORCAT
ArtsQuest
The Health Wagon
ActBlue
VENTURE TRAINING (VDACL)
Chabot Space & Science Center
Health Resources in Action
Project 10K
Lovin' Spoonfuls
American Council for an Energy-Efficient Economy
Legacy Land Conservancy
Placer Community Foundation
Ahmini
North Georgia Healthcare Center
Catherine’s Health Center
DevelopSpringfield
SCAN
NESCAUM
Groupe Convex
Greenville Tech Foundation
Stellar Development Foundation
Braintrust
DIA
CareMessage
0x
Mediafly
Communitech
Stellar Development Foundation
Braintrust
DIA
CareMessage
0x
Mediafly
Communitech
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
Braintrust
